Gene stable ID,9ca1b249-c310-4c30-83ea-2558b46f5332
ENSG00000214867,45
ENSG00000214869,0
ENSG00000214870,164
ENSG00000214872,53
ENSG00000214875,2
ENSG00000214878,0
ENSG00000214880,0
ENSG00000214881,2
ENSG00000214883,0
ENSG00000214886,0
ENSG00000214888,0
ENSG00000214889,0
ENSG00000214890,0
ENSG00000214891,0
ENSG00000214892,4
ENSG00000214894,4
ENSG00000214896,3
ENSG00000214897,5
ENSG00000214900,398
ENSG00000214903,1
ENSG00000214904,0
ENSG00000214908,2
ENSG00000214914,49
ENSG00000214915,0
ENSG00000214917,9
ENSG00000214919,18
ENSG00000214922,110
ENSG00000214925,7
ENSG00000214929,0
ENSG00000214930,0
ENSG00000214940,0
ENSG00000214941,389
ENSG00000214942,0
ENSG00000214943,0
ENSG00000214944,3398
ENSG00000214946,4
ENSG00000214954,55
ENSG00000214955,13
ENSG00000214960,176
ENSG00000214961,3
ENSG00000214967,0
ENSG00000214970,0
ENSG00000214973,30
ENSG00000214975,72
ENSG00000214976,0
ENSG00000214978,0
ENSG00000214980,0
ENSG00000214988,6
ENSG00000214992,1
ENSG00000214998,0
ENSG00000214999,145
ENSG00000215000,0
ENSG00000215002,0
ENSG00000215003,3
ENSG00000215004,0
ENSG00000215005,9
ENSG00000215006,20
ENSG00000215007,4
ENSG00000215009,52
ENSG00000215012,7132
ENSG00000215014,144
ENSG00000215016,2
ENSG00000215018,426
ENSG00000215021,14133
ENSG00000215022,42
ENSG00000215023,28
ENSG00000215029,0
ENSG00000215030,1501
ENSG00000215032,5
ENSG00000215034,1
ENSG00000215035,0
ENSG00000215037,0
ENSG00000215039,2022
ENSG00000215041,852
ENSG00000215043,0
ENSG00000215045,87
ENSG00000215049,0
ENSG00000215054,0
ENSG00000215057,2
ENSG00000215063,7
ENSG00000215065,0
ENSG00000215067,279
ENSG00000215068,32
ENSG00000215070,0
ENSG00000215085,0
ENSG00000215086,8
ENSG00000215088,2
ENSG00000215089,1
ENSG00000215093,32
ENSG00000215094,0
ENSG00000215096,0
ENSG00000215097,11
ENSG00000215102,1
ENSG00000215105,501
ENSG00000215110,0
ENSG00000215112,0
ENSG00000215113,0
ENSG00000215114,3643
ENSG00000215115,0
ENSG00000215117,0
ENSG00000215120,3
ENSG00000215124,1
ENSG00000215126,461
ENSG00000215127,0
ENSG00000215131,5
ENSG00000215146,600
ENSG00000215148,0
ENSG00000215149,0
ENSG00000215151,0
ENSG00000215154,61
ENSG00000215156,5
ENSG00000215158,158
ENSG00000215159,9
ENSG00000215160,1
ENSG00000215162,0
ENSG00000215165,0
ENSG00000215168,0
ENSG00000215174,3
ENSG00000215177,0
ENSG00000215179,0
ENSG00000215182,1
ENSG00000215183,0
ENSG00000215184,1
ENSG00000215186,0
ENSG00000215187,632
ENSG00000215190,679
ENSG00000215193,4687
ENSG00000215196,7
ENSG00000215197,0
ENSG00000215198,3
ENSG00000215199,13
ENSG00000215203,40
ENSG00000215206,0
ENSG00000215208,0
ENSG00000215210,48
ENSG00000215217,19
ENSG00000215218,34
ENSG00000215221,28
ENSG00000215223,0
ENSG00000215227,0
ENSG00000215231,1
ENSG00000215236,2
ENSG00000215237,15
ENSG00000215241,208
ENSG00000215244,25
ENSG00000215246,32
ENSG00000215251,993
ENSG00000215252,2916
ENSG00000215256,2154
ENSG00000215262,0
ENSG00000215263,0
ENSG00000215264,2
ENSG00000215267,127
ENSG00000215268,7
ENSG00000215269,0
ENSG00000215270,50
ENSG00000215271,774
ENSG00000215274,4
ENSG00000215277,43
ENSG00000215278,0
ENSG00000215283,61
ENSG00000215284,0
ENSG00000215286,0
ENSG00000215288,0
ENSG00000215296,0
ENSG00000215297,0
ENSG00000215301,22438
ENSG00000215302,37
ENSG00000215304,5
ENSG00000215305,1428
ENSG00000215310,0
ENSG00000215311,2
ENSG00000215313,4
ENSG00000215317,0
ENSG00000215319,2
ENSG00000215325,0
ENSG00000215326,1
ENSG00000215333,0
ENSG00000215339,0
ENSG00000215343,0
ENSG00000215347,3
ENSG00000215349,3
ENSG00000215351,0
ENSG00000215353,0
ENSG00000215354,0
ENSG00000215356,0
ENSG00000215357,0
ENSG00000215365,0
ENSG00000215367,4
ENSG00000215368,0
ENSG00000215369,5
ENSG00000215371,0
ENSG00000215372,0
ENSG00000215373,0
ENSG00000215374,7
ENSG00000215375,324
ENSG00000215378,0
ENSG00000215380,0
ENSG00000215381,1
ENSG00000215386,117
ENSG00000215388,13
ENSG00000215397,1
ENSG00000215398,0
ENSG00000215399,2
ENSG00000215403,0
ENSG00000215409,3
ENSG00000215414,3
ENSG00000215417,108
ENSG00000215418,0
ENSG00000215421,1555
ENSG00000215424,754
ENSG00000215440,1240
ENSG00000215441,3
ENSG00000215444,0
ENSG00000215447,192
ENSG00000215448,0
ENSG00000215450,1
ENSG00000215452,218
ENSG00000215454,0
ENSG00000215455,0
ENSG00000215456,13
ENSG00000215457,2
ENSG00000215458,1031
ENSG00000215464,24
ENSG00000215467,3
ENSG00000215472,1
ENSG00000215474,0
ENSG00000215475,0
ENSG00000215477,0
ENSG00000215478,14
ENSG00000215480,0
ENSG00000215481,9
ENSG00000215482,5
ENSG00000215483,0
ENSG00000215486,0
ENSG00000215492,6
ENSG00000215493,47
ENSG00000215498,2
ENSG00000215506,0
ENSG00000215507,0
ENSG00000215512,0
ENSG00000215515,7
ENSG00000215520,1
ENSG00000215529,2
ENSG00000215533,4
ENSG00000215537,0
ENSG00000215540,0
ENSG00000215544,11
ENSG00000215545,0
ENSG00000215546,0
ENSG00000215547,0
ENSG00000215548,17
ENSG00000215553,1
ENSG00000215559,7
ENSG00000215560,0
ENSG00000215562,0
ENSG00000215567,0
ENSG00000215568,0
ENSG00000215571,5
ENSG00000215572,0
ENSG00000215580,0
ENSG00000215583,0
ENSG00000215586,0
ENSG00000215589,0
ENSG00000215595,8
ENSG00000215601,0
ENSG00000215603,0
ENSG00000215604,0
ENSG00000215606,0
ENSG00000215612,1
ENSG00000215630,11
ENSG00000215644,3
ENSG00000215692,1
ENSG00000215695,0
ENSG00000215704,4
ENSG00000215712,852
ENSG00000215717,6445
ENSG00000215720,0
ENSG00000215734,0
ENSG00000215760,0
ENSG00000215765,0
ENSG00000215769,308
ENSG00000215771,0
ENSG00000215784,88
ENSG00000215785,1
ENSG00000215788,254
ENSG00000215790,132
ENSG00000215795,151
ENSG00000215796,1
ENSG00000215800,0
ENSG00000215802,0
ENSG00000215805,0
ENSG00000215807,1
ENSG00000215808,1515
ENSG00000215811,10
ENSG00000215812,0
ENSG00000215817,4
ENSG00000215819,0
ENSG00000215833,0
ENSG00000215834,0
ENSG00000215835,32
ENSG00000215837,0
ENSG00000215838,10
ENSG00000215840,12
ENSG00000215841,1
ENSG00000215845,2516
ENSG00000215846,0
ENSG00000215853,1
ENSG00000215859,44
ENSG00000215861,12
ENSG00000215864,1
ENSG00000215866,95
ENSG00000215867,1
ENSG00000215869,1
ENSG00000215871,0
ENSG00000215873,0
ENSG00000215874,3
ENSG00000215875,1
ENSG00000215878,6
ENSG00000215881,0
ENSG00000215883,237
ENSG00000215887,1
ENSG00000215893,4
ENSG00000215895,27
ENSG00000215899,19
ENSG00000215900,0
ENSG00000215905,1
ENSG00000215906,0
ENSG00000215908,1072
ENSG00000215909,0
ENSG00000215910,31
ENSG00000215912,20
ENSG00000215914,2
ENSG00000215915,269
ENSG00000215922,0
ENSG00000215923,0
ENSG00000215925,0
ENSG00000215930,4
ENSG00000215934,0
ENSG00000215938,0
ENSG00000215939,0
ENSG00000215943,0
ENSG00000215945,0
ENSG00000215946,0
ENSG00000215948,0
ENSG00000215952,0
ENSG00000215953,0
ENSG00000215954,0
ENSG00000215957,0
ENSG00000215960,0
ENSG00000215961,0
ENSG00000215966,0
ENSG00000215968,0
ENSG00000215972,2
ENSG00000215973,0
ENSG00000215976,1
ENSG00000215983,0
ENSG00000215984,0
ENSG00000215991,0
ENSG00000215993,0
ENSG00000215996,0
ENSG00000215998,0
ENSG00000215999,0
ENSG00000216001,0
ENSG00000216005,0
ENSG00000216009,0
ENSG00000216011,0
ENSG00000216014,0
ENSG00000216015,0
ENSG00000216017,0
ENSG00000216020,0
ENSG00000216022,0
ENSG00000216027,0
ENSG00000216031,0
ENSG00000216035,1
ENSG00000216037,0
ENSG00000216042,0
ENSG00000216045,0
ENSG00000216047,0
ENSG00000216054,0
ENSG00000216055,0
ENSG00000216056,0
ENSG00000216058,1
ENSG00000216060,0
ENSG00000216064,0
ENSG00000216067,0
ENSG00000216069,0
ENSG00000216070,0
ENSG00000216072,0
ENSG00000216073,0
ENSG00000216075,0
ENSG00000216077,0
ENSG00000216081,0
ENSG00000216083,0
ENSG00000216084,0
ENSG00000216085,0
ENSG00000216088,0
ENSG00000216090,0
ENSG00000216097,0
ENSG00000216098,0
ENSG00000216099,0
ENSG00000216100,0
ENSG00000216101,0
ENSG00000216102,0
ENSG00000216105,0
ENSG00000216109,1
ENSG00000216114,0
ENSG00000216116,0
ENSG00000216123,0
ENSG00000216125,0
ENSG00000216131,0
ENSG00000216133,0
ENSG00000216135,0
ENSG00000216136,0
ENSG00000216141,0
ENSG00000216154,0
ENSG00000216157,0
ENSG00000216162,0
ENSG00000216166,0
ENSG00000216168,0
ENSG00000216169,0
ENSG00000216171,0
ENSG00000216179,0
ENSG00000216181,0
ENSG00000216182,0
ENSG00000216184,0
ENSG00000216191,0
ENSG00000216192,0
ENSG00000216195,0
ENSG00000216205,0
ENSG00000216206,0
ENSG00000216265,0
ENSG00000216285,17
ENSG00000216306,0
ENSG00000216307,0
ENSG00000216316,0
ENSG00000216324,0
ENSG00000216331,5
ENSG00000216347,1
ENSG00000216352,0
ENSG00000216359,12
ENSG00000216360,1
ENSG00000216364,0
ENSG00000216365,4
ENSG00000216368,2
ENSG00000216378,0
ENSG00000216412,2
ENSG00000216425,1
ENSG00000216436,0
ENSG00000216439,0
ENSG00000216444,0
ENSG00000216471,1
ENSG00000216475,0
ENSG00000216480,3
ENSG00000216490,17
ENSG00000216516,0
ENSG00000216518,0
ENSG00000216519,0
ENSG00000216523,0
ENSG00000216548,2
ENSG00000216560,0
ENSG00000216588,2
ENSG00000216613,0
ENSG00000216616,1
ENSG00000216621,0
ENSG00000216624,8
ENSG00000216629,0
ENSG00000216636,0
ENSG00000216639,9
ENSG00000216642,0
ENSG00000216649,0
ENSG00000216657,3
ENSG00000216663,0
ENSG00000216671,0
ENSG00000216676,3
ENSG00000216687,2
ENSG00000216708,0
ENSG00000216710,0
ENSG00000216713,0
ENSG00000216718,0
ENSG00000216721,1
ENSG00000216723,7
ENSG00000216740,0
ENSG00000216753,0
ENSG00000216754,1
ENSG00000216762,0
ENSG00000216775,920
ENSG00000216777,0
ENSG00000216781,5
ENSG00000216802,3
ENSG00000216809,0
ENSG00000216811,0
ENSG00000216813,2
ENSG00000216817,0
ENSG00000216819,1
ENSG00000216824,0
ENSG00000216829,0
ENSG00000216835,3
ENSG00000216844,0
ENSG00000216853,0
ENSG00000216854,0
ENSG00000216859,0
ENSG00000216863,0
ENSG00000216866,67
ENSG00000216867,15
ENSG00000216895,256
ENSG00000216901,5
ENSG00000216902,0
ENSG00000216904,0
ENSG00000216906,2
ENSG00000216913,0
ENSG00000216915,86
ENSG00000216917,0
ENSG00000216921,17
ENSG00000216937,147
ENSG00000216938,1
ENSG00000216966,0
ENSG00000216977,1
ENSG00000216990,8
ENSG00000216998,0
ENSG00000217004,0
ENSG00000217026,13
ENSG00000217027,10
ENSG00000217030,3
ENSG00000217041,0
ENSG00000217044,0
ENSG00000217060,2
ENSG00000217067,0
ENSG00000217078,1
ENSG00000217083,0
ENSG00000217085,0
ENSG00000217089,0
ENSG00000217094,25
ENSG00000217120,0
ENSG00000217128,1573
ENSG00000217130,50
ENSG00000217135,0
ENSG00000217139,0
ENSG00000217159,1
ENSG00000217160,0
ENSG00000217165,981
ENSG00000217169,0
ENSG00000217178,0
ENSG00000217179,0
ENSG00000217181,8
ENSG00000217195,0
ENSG00000217227,0
ENSG00000217228,0
ENSG00000217231,0
ENSG00000217236,0
ENSG00000217239,3
ENSG00000217241,17
ENSG00000217258,4
ENSG00000217261,16
ENSG00000217268,0
ENSG00000217272,0
ENSG00000217275,22
ENSG00000217289,6
ENSG00000217314,0
ENSG00000217315,0
ENSG00000217325,36
ENSG00000217327,1
ENSG00000217330,0
ENSG00000217331,0
ENSG00000217334,0
ENSG00000217372,0
ENSG00000217377,0
ENSG00000217379,1
ENSG00000217385,4
ENSG00000217404,11
ENSG00000217408,0
ENSG00000217414,0
ENSG00000217416,1
ENSG00000217442,0
ENSG00000217447,37
ENSG00000217455,0
ENSG00000217477,0
ENSG00000217482,0
ENSG00000217483,0
ENSG00000217488,0
ENSG00000217495,0
ENSG00000217512,0
ENSG00000217514,0
ENSG00000217527,1
ENSG00000217539,0
ENSG00000217555,472
ENSG00000217557,1
ENSG00000217566,0
ENSG00000217576,0
ENSG00000217585,0
ENSG00000217612,0
ENSG00000217624,35
ENSG00000217631,0
ENSG00000217643,41
ENSG00000217644,9
ENSG00000217646,1
ENSG00000217648,66
ENSG00000217653,1
ENSG00000217680,0
ENSG00000217684,24
ENSG00000217686,0
ENSG00000217702,28
ENSG00000217707,0
ENSG00000217716,32
ENSG00000217718,0
ENSG00000217733,1
ENSG00000217746,0
ENSG00000217767,2
ENSG00000217769,0
ENSG00000217770,0
ENSG00000217776,0
ENSG00000217783,4
ENSG00000217786,0
ENSG00000217791,1
ENSG00000217801,47
ENSG00000217805,0
ENSG00000217809,0
ENSG00000217811,0
ENSG00000217824,1
ENSG00000217825,0
ENSG00000217835,5
ENSG00000217862,0
ENSG00000217874,0
ENSG00000217878,0
ENSG00000217889,0
ENSG00000217896,0
ENSG00000217897,0
ENSG00000217929,0
ENSG00000217930,305
ENSG00000217950,5
ENSG00000218014,4
ENSG00000218016,3
ENSG00000218018,35
ENSG00000218020,0
ENSG00000218027,44
ENSG00000218029,0
ENSG00000218048,0
ENSG00000218049,0
ENSG00000218052,2
ENSG00000218069,0
ENSG00000218073,2
ENSG00000218089,0
ENSG00000218107,0
ENSG00000218109,0
ENSG00000218125,0
ENSG00000218143,0
ENSG00000218153,0
ENSG00000218173,0
ENSG00000218175,323
ENSG00000218180,4
ENSG00000218186,1
ENSG00000218187,0
ENSG00000218189,3
ENSG00000218194,0
ENSG00000218198,0
ENSG00000218208,37
ENSG00000218213,0
ENSG00000218226,172
ENSG00000218227,60
ENSG00000218233,2
ENSG00000218261,0
ENSG00000218265,4
ENSG00000218274,0
ENSG00000218281,0
ENSG00000218283,461
ENSG00000218300,0
ENSG00000218305,0
ENSG00000218313,2
ENSG00000218336,25
ENSG00000218337,0
ENSG00000218347,1
ENSG00000218350,4
ENSG00000218351,0
ENSG00000218357,0
ENSG00000218358,7
ENSG00000218359,0
ENSG00000218363,0
ENSG00000218410,0
ENSG00000218416,56
ENSG00000218418,31
ENSG00000218424,0
ENSG00000218426,255
ENSG00000218428,1
ENSG00000218454,0
ENSG00000218459,0
ENSG00000218472,0
ENSG00000218475,0
ENSG00000218476,1
ENSG00000218483,0
ENSG00000218490,0
ENSG00000218499,0
ENSG00000218502,5
ENSG00000218510,1004
ENSG00000218512,0
ENSG00000218520,0
ENSG00000218521,0
ENSG00000218536,0
ENSG00000218537,171
ENSG00000218549,0
ENSG00000218561,0
ENSG00000218565,35
ENSG00000218574,0
ENSG00000218577,0
ENSG00000218582,22
ENSG00000218586,3
ENSG00000218596,1
ENSG00000218617,0
ENSG00000218631,5
ENSG00000218632,2
ENSG00000218643,1
ENSG00000218672,13
ENSG00000218676,6
ENSG00000218682,0
ENSG00000218689,0
ENSG00000218690,0
ENSG00000218698,0
ENSG00000218713,2
ENSG00000218716,0
ENSG00000218725,0
ENSG00000218728,0
ENSG00000218730,0
ENSG00000218732,0
ENSG00000218739,6068
ENSG00000218748,1
ENSG00000218749,0
ENSG00000218754,0
ENSG00000218757,0
ENSG00000218766,0
ENSG00000218772,0
ENSG00000218776,0
ENSG00000218792,0
ENSG00000218793,4
ENSG00000218803,0
ENSG00000218806,0
ENSG00000218809,0
ENSG00000218813,0
ENSG00000218819,0
ENSG00000218823,0
ENSG00000218834,0
ENSG00000218839,0
ENSG00000218857,1
ENSG00000218868,0
ENSG00000218870,0
ENSG00000218872,1
ENSG00000218890,1
ENSG00000218891,733
ENSG00000218893,0
ENSG00000218896,2
ENSG00000218902,9
ENSG00000218965,1
ENSG00000218976,0
ENSG00000218980,0
ENSG00000218986,0
ENSG00000218991,0
ENSG00000218996,6
ENSG00000219023,20
ENSG00000219027,3
ENSG00000219039,0
ENSG00000219061,0
ENSG00000219073,0
ENSG00000219074,0
ENSG00000219085,18
ENSG00000219087,0
ENSG00000219088,1
ENSG00000219095,0
ENSG00000219102,11
ENSG00000219133,7
ENSG00000219135,4
ENSG00000219139,0
ENSG00000219146,6
ENSG00000219149,3
ENSG00000219150,0
ENSG00000219159,3
ENSG00000219163,1
ENSG00000219186,1
ENSG00000219188,0
ENSG00000219190,0
ENSG00000219200,188
ENSG00000219201,8
ENSG00000219222,0
ENSG00000219240,0
ENSG00000219249,1
ENSG00000219253,1
ENSG00000219257,2
ENSG00000219262,0
ENSG00000219273,0
ENSG00000219274,2
ENSG00000219280,0
ENSG00000219284,0
ENSG00000219294,1
ENSG00000219297,0
ENSG00000219298,0
ENSG00000219302,0
ENSG00000219314,0
ENSG00000219329,2
ENSG00000219355,8
ENSG00000219361,1
ENSG00000219368,0
ENSG00000219375,4
ENSG00000219384,0
ENSG00000219387,6
ENSG00000219391,4
ENSG00000219392,2
ENSG00000219395,5
ENSG00000219404,10
ENSG00000219409,0
ENSG00000219410,24
ENSG00000219430,0
ENSG00000219433,4
ENSG00000219435,0
ENSG00000219438,294
ENSG00000219445,0
ENSG00000219448,4
ENSG00000219451,22
ENSG00000219453,0
ENSG00000219463,0
ENSG00000219470,55
ENSG00000219481,631
ENSG00000219487,2
ENSG00000219491,0
ENSG00000219492,0
ENSG00000219500,0
ENSG00000219507,18
ENSG00000219529,6
ENSG00000219532,0
ENSG00000219545,309
ENSG00000219547,1
ENSG00000219549,0
ENSG00000219553,1
ENSG00000219559,1
ENSG00000219565,1
ENSG00000219575,0
ENSG00000219582,0
ENSG00000219592,0
ENSG00000219604,0
ENSG00000219607,9
ENSG00000219608,1
ENSG00000219619,0
ENSG00000219622,0
ENSG00000219626,454
ENSG00000219627,0
ENSG00000219642,8
ENSG00000219653,0
ENSG00000219665,385
ENSG00000219666,0
ENSG00000219669,0
ENSG00000219681,3
ENSG00000219682,1
ENSG00000219693,4
ENSG00000219699,0
ENSG00000219700,0
ENSG00000219702,5
ENSG00000219703,0
ENSG00000219712,3
ENSG00000219722,0
ENSG00000219736,0
ENSG00000219738,0
ENSG00000219747,44
ENSG00000219755,7
ENSG00000219757,0
ENSG00000219758,4
ENSG00000219770,0
ENSG00000219773,5
ENSG00000219776,0
ENSG00000219784,0
ENSG00000219790,0
ENSG00000219797,6
ENSG00000219806,0
ENSG00000219807,0
ENSG00000219814,0
ENSG00000219863,2
ENSG00000219867,0
ENSG00000219870,0
ENSG00000219881,2
ENSG00000219891,71
ENSG00000219902,4
ENSG00000219926,0
ENSG00000219928,98
ENSG00000219930,1
ENSG00000219932,13
ENSG00000219940,0
ENSG00000219941,0
ENSG00000219951,5
ENSG00000219986,1
ENSG00000219992,0
ENSG00000219993,0
ENSG00000220008,35
ENSG00000220030,0
ENSG00000220069,0
ENSG00000220076,0
ENSG00000220091,1
ENSG00000220105,4
ENSG00000220110,0
ENSG00000220113,0
ENSG00000220125,0
ENSG00000220130,1
ENSG00000220131,0
ENSG00000220132,0
ENSG00000220139,0
ENSG00000220154,28
ENSG00000220157,14
ENSG00000220161,0
ENSG00000220181,0
ENSG00000220184,0
ENSG00000220201,64
ENSG00000220204,0
ENSG00000220205,2760
ENSG00000220212,0
ENSG00000220237,2
ENSG00000220240,0
ENSG00000220248,2
ENSG00000220256,0
ENSG00000220267,3
ENSG00000220291,0
ENSG00000220305,17
ENSG00000220311,0
ENSG00000220323,12
ENSG00000220326,0
ENSG00000220340,0
ENSG00000220343,1
ENSG00000220347,0
ENSG00000220349,6
ENSG00000220370,0
ENSG00000220377,0
ENSG00000220378,0
ENSG00000220392,1
ENSG00000220412,1
ENSG00000220418,0
ENSG00000220446,0
ENSG00000220447,0
ENSG00000220472,83
ENSG00000220483,0
ENSG00000220494,5
ENSG00000220505,0
ENSG00000220506,5
ENSG00000220514,0
ENSG00000220515,0
ENSG00000220517,5
ENSG00000220522,0
ENSG00000220537,0
ENSG00000220540,0
ENSG00000220541,1
ENSG00000220548,3
ENSG00000220553,0
ENSG00000220556,0
ENSG00000220557,0
ENSG00000220563,81
ENSG00000220575,0
ENSG00000220581,8
ENSG00000220583,13
ENSG00000220585,0
ENSG00000220586,1
ENSG00000220598,0
ENSG00000220600,0
ENSG00000220614,7
ENSG00000220635,0
ENSG00000220643,1
ENSG00000220660,1
ENSG00000220666,0
ENSG00000220685,15
ENSG00000220694,0
ENSG00000220695,0
ENSG00000220702,0
ENSG00000220721,0
ENSG00000220725,0
ENSG00000220730,0
ENSG00000220733,0
ENSG00000220734,0
ENSG00000220739,0
ENSG00000220744,9
ENSG00000220745,0
ENSG00000220748,0
ENSG00000220749,71
ENSG00000220758,0
ENSG00000220771,4
ENSG00000220773,4
ENSG00000220785,989
ENSG00000220793,8
ENSG00000220804,272
ENSG00000220831,0
ENSG00000220842,66
ENSG00000220848,75
ENSG00000220867,0
ENSG00000220868,0
ENSG00000220871,0
ENSG00000220875,16
ENSG00000220884,0
ENSG00000220891,47
ENSG00000220908,0
ENSG00000220913,0
ENSG00000220918,0
ENSG00000220920,11
ENSG00000220924,1
ENSG00000220925,0
ENSG00000220937,0
ENSG00000220948,0
ENSG00000220949,0
ENSG00000220960,0
ENSG00000220981,0
ENSG00000220982,0
ENSG00000220984,0
ENSG00000220986,0
ENSG00000220987,0
ENSG00000220988,0
ENSG00000220989,0
ENSG00000220990,0
ENSG00000220992,0
ENSG00000220993,0
ENSG00000220996,0
ENSG00000220997,0
ENSG00000220999,1
ENSG00000221000,0
ENSG00000221002,0
ENSG00000221003,0
ENSG00000221005,0
ENSG00000221007,0
ENSG00000221008,0
ENSG00000221010,0
ENSG00000221015,0
ENSG00000221016,0
ENSG00000221017,0
ENSG00000221018,0
ENSG00000221019,0
ENSG00000221020,0
ENSG00000221021,0
ENSG00000221023,0
ENSG00000221025,0
ENSG00000221026,0
ENSG00000221028,0
ENSG00000221029,0
ENSG00000221030,0
ENSG00000221031,0
ENSG00000221032,0
ENSG00000221033,0
ENSG00000221036,0
ENSG00000221038,0
ENSG00000221039,0
ENSG00000221040,0
ENSG00000221041,0
ENSG00000221042,0
ENSG00000221043,0
ENSG00000221044,1
ENSG00000221046,0
ENSG00000221048,0
ENSG00000221050,0
ENSG00000221051,3
ENSG00000221052,0
ENSG00000221053,0
ENSG00000221055,3
ENSG00000221058,0
ENSG00000221059,0
ENSG00000221060,0
ENSG00000221062,0
ENSG00000221063,0
ENSG00000221065,0
ENSG00000221066,0
ENSG00000221069,9
ENSG00000221070,0
ENSG00000221072,0
ENSG00000221073,0
ENSG00000221074,0
ENSG00000221075,0
ENSG00000221077,0
ENSG00000221079,0
ENSG00000221081,0
ENSG00000221082,0
ENSG00000221083,2
ENSG00000221084,1
ENSG00000221085,0
ENSG00000221087,0
ENSG00000221091,0
ENSG00000221093,0
ENSG00000221094,0
ENSG00000221095,0
ENSG00000221100,0
ENSG00000221102,0
ENSG00000221104,0
ENSG00000221105,0
ENSG00000221108,0
ENSG00000221110,0
ENSG00000221111,0
ENSG00000221112,0
ENSG00000221113,0
ENSG00000221114,0
ENSG00000221116,0
ENSG00000221118,0
ENSG00000221120,0
ENSG00000221121,1
ENSG00000221123,0
ENSG00000221125,0
ENSG00000221126,0
ENSG00000221128,1
ENSG00000221130,0
ENSG00000221131,0
ENSG00000221132,0
ENSG00000221134,0
ENSG00000221135,2
ENSG00000221137,0
ENSG00000221139,0
ENSG00000221141,0
ENSG00000221142,0
ENSG00000221148,0
ENSG00000221156,1
ENSG00000221157,0
ENSG00000221160,0
ENSG00000221163,0
ENSG00000221164,4
ENSG00000221165,0
ENSG00000221169,0
ENSG00000221170,0
ENSG00000221172,0
ENSG00000221173,0
ENSG00000221174,36
ENSG00000221175,0
ENSG00000221176,0
ENSG00000221178,0
ENSG00000221179,0
ENSG00000221183,0
ENSG00000221184,30
ENSG00000221185,0
ENSG00000221186,0
ENSG00000221187,0
ENSG00000221189,0
ENSG00000221190,0
ENSG00000221192,0
ENSG00000221198,0
ENSG00000221199,0
ENSG00000221200,0
ENSG00000221201,0
ENSG00000221203,0
ENSG00000221204,0
ENSG00000221206,0
ENSG00000221210,0
ENSG00000221211,1
ENSG00000221214,0
ENSG00000221216,1
ENSG00000221217,2
ENSG00000221220,0
ENSG00000221221,1
ENSG00000221222,0
ENSG00000221225,0
ENSG00000221227,0
ENSG00000221230,2
ENSG00000221232,0
ENSG00000221233,0
ENSG00000221234,2
ENSG00000221235,0
ENSG00000221236,0
ENSG00000221237,0
ENSG00000221238,0
ENSG00000221240,0
ENSG00000221241,3
ENSG00000221245,3
ENSG00000221246,2
ENSG00000221247,3
ENSG00000221249,0
ENSG00000221250,0
ENSG00000221251,0
ENSG00000221254,0
ENSG00000221255,0
ENSG00000221257,0
ENSG00000221258,0
ENSG00000221259,0
ENSG00000221260,0
ENSG00000221261,0
ENSG00000221262,0
ENSG00000221263,0
ENSG00000221264,0
ENSG00000221265,0
ENSG00000221266,0
ENSG00000221267,0
ENSG00000221269,3
ENSG00000221272,0
ENSG00000221273,0
ENSG00000221275,0
ENSG00000221278,0
ENSG00000221280,0
ENSG00000221286,0
ENSG00000221287,0
ENSG00000221288,0
ENSG00000221289,0
ENSG00000221290,0
ENSG00000221291,0
ENSG00000221293,0
ENSG00000221294,0
ENSG00000221296,0
ENSG00000221297,0
ENSG00000221299,9
ENSG00000221300,1
ENSG00000221301,0
ENSG00000221302,0
ENSG00000221303,0
ENSG00000221304,0
ENSG00000221305,0
ENSG00000221309,0
ENSG00000221310,0
ENSG00000221312,0
ENSG00000221313,0
ENSG00000221314,3
ENSG00000221316,0
ENSG00000221317,0
ENSG00000221318,0
ENSG00000221319,0
ENSG00000221320,0
ENSG00000221321,0
ENSG00000221322,3
ENSG00000221323,0
ENSG00000221324,0
ENSG00000221325,1
ENSG00000221326,0
ENSG00000221328,0
ENSG00000221330,0
ENSG00000221331,0
ENSG00000221332,0
ENSG00000221333,0
ENSG00000221334,0
ENSG00000221335,1
ENSG00000221336,0
ENSG00000221337,0
ENSG00000221338,5
ENSG00000221340,7
ENSG00000221344,0
ENSG00000221345,0
ENSG00000221346,0
ENSG00000221347,0
ENSG00000221348,0
ENSG00000221351,0
ENSG00000221352,0
ENSG00000221354,0
ENSG00000221355,0
ENSG00000221356,0
ENSG00000221357,0
ENSG00000221358,0
ENSG00000221359,0
ENSG00000221362,0
ENSG00000221363,0
ENSG00000221365,0
ENSG00000221366,0
ENSG00000221369,0
ENSG00000221371,0
ENSG00000221372,0
ENSG00000221373,0
ENSG00000221374,0
ENSG00000221375,0
ENSG00000221376,0
ENSG00000221377,0
ENSG00000221378,0
ENSG00000221379,0
ENSG00000221380,0
ENSG00000221381,0
ENSG00000221382,0
ENSG00000221383,0
ENSG00000221384,0
ENSG00000221385,0
ENSG00000221386,0
ENSG00000221387,0
ENSG00000221388,0
ENSG00000221389,0
ENSG00000221390,0
ENSG00000221392,0
ENSG00000221393,0
ENSG00000221394,0
ENSG00000221395,0
ENSG00000221398,0
ENSG00000221400,0
ENSG00000221401,0
ENSG00000221402,0
