Gene stable ID,db7a781d-67d2-4859-a6f5-c167cd64d149
ENSG00000275235,0
ENSG00000275236,0
ENSG00000275238,0
ENSG00000275239,0
ENSG00000275241,0
ENSG00000275243,2
ENSG00000275248,0
ENSG00000275250,0
ENSG00000275251,0
ENSG00000275252,0
ENSG00000275254,0
ENSG00000275256,0
ENSG00000275258,0
ENSG00000275259,0
ENSG00000275261,0
ENSG00000275263,17
ENSG00000275264,0
ENSG00000275265,1
ENSG00000275266,0
ENSG00000275267,0
ENSG00000275268,0
ENSG00000275270,0
ENSG00000275271,0
ENSG00000275273,0
ENSG00000275277,0
ENSG00000275278,0
ENSG00000275279,0
ENSG00000275280,0
ENSG00000275285,0
ENSG00000275286,0
ENSG00000275287,0
ENSG00000275291,0
ENSG00000275292,0
ENSG00000275293,0
ENSG00000275294,4
ENSG00000275295,0
ENSG00000275296,0
ENSG00000275297,0
ENSG00000275301,1
ENSG00000275302,534
ENSG00000275303,0
ENSG00000275305,0
ENSG00000275307,0
ENSG00000275309,0
ENSG00000275310,0
ENSG00000275312,4
ENSG00000275314,0
ENSG00000275315,0
ENSG00000275318,26
ENSG00000275319,0
ENSG00000275320,0
ENSG00000275322,17
ENSG00000275325,24
ENSG00000275327,0
ENSG00000275328,2
ENSG00000275329,0
ENSG00000275332,0
ENSG00000275334,0
ENSG00000275335,0
ENSG00000275337,0
ENSG00000275339,3
ENSG00000275340,17
ENSG00000275342,3687
ENSG00000275343,2
ENSG00000275344,4
ENSG00000275345,1
ENSG00000275347,0
ENSG00000275348,0
ENSG00000275350,0
ENSG00000275352,0
ENSG00000275355,0
ENSG00000275356,0
ENSG00000275358,3
ENSG00000275359,0
ENSG00000275360,0
ENSG00000275361,0
ENSG00000275362,0
ENSG00000275363,0
ENSG00000275364,0
ENSG00000275367,59
ENSG00000275370,0
ENSG00000275371,9
ENSG00000275372,0
ENSG00000275373,1
ENSG00000275374,0
ENSG00000275377,0
ENSG00000275378,0
ENSG00000275379,1
ENSG00000275381,0
ENSG00000275382,0
ENSG00000275383,2
ENSG00000275385,50
ENSG00000275386,0
ENSG00000275387,0
ENSG00000275389,14
ENSG00000275390,0
ENSG00000275391,0
ENSG00000275392,0
ENSG00000275393,0
ENSG00000275395,25941
ENSG00000275398,0
ENSG00000275400,457
ENSG00000275401,3
ENSG00000275402,0
ENSG00000275403,0
ENSG00000275406,0
ENSG00000275409,9
ENSG00000275410,2
ENSG00000275411,0
ENSG00000275413,6
ENSG00000275414,0
ENSG00000275417,0
ENSG00000275418,2
ENSG00000275419,0
ENSG00000275423,1
ENSG00000275425,0
ENSG00000275426,4
ENSG00000275427,0
ENSG00000275429,0
ENSG00000275431,1
ENSG00000275432,0
ENSG00000275437,5
ENSG00000275438,1
ENSG00000275439,1
ENSG00000275441,9
ENSG00000275443,0
ENSG00000275445,0
ENSG00000275446,0
ENSG00000275447,0
ENSG00000275448,0
ENSG00000275449,0
ENSG00000275450,10
ENSG00000275451,1
ENSG00000275453,0
ENSG00000275454,19
ENSG00000275455,0
ENSG00000275457,42
ENSG00000275458,1
ENSG00000275459,0
ENSG00000275460,0
ENSG00000275461,0
ENSG00000275464,163
ENSG00000275465,0
ENSG00000275466,0
ENSG00000275467,0
ENSG00000275468,0
ENSG00000275469,0
ENSG00000275475,0
ENSG00000275476,6
ENSG00000275479,14
ENSG00000275480,0
ENSG00000275481,10
ENSG00000275484,6
ENSG00000275485,3
ENSG00000275488,0
ENSG00000275489,0
ENSG00000275490,0
ENSG00000275491,4
ENSG00000275493,0
ENSG00000275494,36
ENSG00000275496,1
ENSG00000275497,0
ENSG00000275502,0
ENSG00000275503,0
ENSG00000275504,0
ENSG00000275505,0
ENSG00000275506,5
ENSG00000275507,0
ENSG00000275508,0
ENSG00000275509,0
ENSG00000275510,0
ENSG00000275512,7
ENSG00000275515,0
ENSG00000275516,0
ENSG00000275518,0
ENSG00000275519,0
ENSG00000275520,0
ENSG00000275523,0
ENSG00000275524,0
ENSG00000275527,0
ENSG00000275529,2
ENSG00000275530,0
ENSG00000275532,15
ENSG00000275533,0
ENSG00000275534,0
ENSG00000275535,0
ENSG00000275537,0
ENSG00000275538,0
ENSG00000275540,2
ENSG00000275541,0
ENSG00000275542,3
ENSG00000275547,0
ENSG00000275549,7
ENSG00000275550,0
ENSG00000275552,5
ENSG00000275553,0
ENSG00000275554,0
ENSG00000275557,10
ENSG00000275558,0
ENSG00000275559,0
ENSG00000275560,21
ENSG00000275562,0
ENSG00000275563,0
ENSG00000275567,2
ENSG00000275569,8
ENSG00000275572,0
ENSG00000275576,2
ENSG00000275578,0
ENSG00000275580,27
ENSG00000275582,17
ENSG00000275585,2
ENSG00000275586,0
ENSG00000275588,0
ENSG00000275589,0
ENSG00000275591,14
ENSG00000275592,0
ENSG00000275595,0
ENSG00000275597,0
ENSG00000275598,0
ENSG00000275601,14
ENSG00000275603,0
ENSG00000275604,0
ENSG00000275607,0
ENSG00000275609,0
ENSG00000275610,0
ENSG00000275611,2
ENSG00000275612,1
ENSG00000275613,0
ENSG00000275614,0
ENSG00000275616,0
ENSG00000275620,9
ENSG00000275622,0
ENSG00000275625,0
ENSG00000275628,0
ENSG00000275630,0
ENSG00000275631,0
ENSG00000275632,29
ENSG00000275634,0
ENSG00000275635,0
ENSG00000275636,0
ENSG00000275638,0
ENSG00000275640,0
ENSG00000275642,0
ENSG00000275643,0
ENSG00000275645,13
ENSG00000275646,0
ENSG00000275647,0
ENSG00000275649,0
ENSG00000275651,0
ENSG00000275652,0
ENSG00000275653,0
ENSG00000275654,0
ENSG00000275655,3
ENSG00000275656,0
ENSG00000275657,0
ENSG00000275662,0
ENSG00000275663,0
ENSG00000275664,0
ENSG00000275665,1
ENSG00000275666,0
ENSG00000275667,0
ENSG00000275668,0
ENSG00000275669,0
ENSG00000275670,0
ENSG00000275672,0
ENSG00000275673,0
ENSG00000275674,4
ENSG00000275675,0
ENSG00000275676,1
ENSG00000275677,0
ENSG00000275678,0
ENSG00000275680,0
ENSG00000275681,0
ENSG00000275682,1
ENSG00000275685,0
ENSG00000275686,0
ENSG00000275687,0
ENSG00000275688,0
ENSG00000275689,0
ENSG00000275690,0
ENSG00000275691,0
ENSG00000275692,0
ENSG00000275693,0
ENSG00000275694,0
ENSG00000275695,0
ENSG00000275696,0
ENSG00000275700,3912
ENSG00000275701,0
ENSG00000275702,0
ENSG00000275703,5
ENSG00000275704,0
ENSG00000275707,0
ENSG00000275708,0
ENSG00000275709,0
ENSG00000275710,1
ENSG00000275711,0
ENSG00000275713,218
ENSG00000275714,0
ENSG00000275716,0
ENSG00000275718,1
ENSG00000275719,18
ENSG00000275720,4
ENSG00000275722,0
ENSG00000275725,0
ENSG00000275726,0
ENSG00000275727,0
ENSG00000275728,0
ENSG00000275729,0
ENSG00000275733,0
ENSG00000275734,3
ENSG00000275739,0
ENSG00000275740,11
ENSG00000275741,1
ENSG00000275742,0
ENSG00000275743,2
ENSG00000275745,0
ENSG00000275747,0
ENSG00000275756,0
ENSG00000275759,11
ENSG00000275761,0
ENSG00000275763,29
ENSG00000275764,634
ENSG00000275765,82
ENSG00000275767,0
ENSG00000275768,1
ENSG00000275769,9
ENSG00000275770,0
ENSG00000275771,0
ENSG00000275772,0
ENSG00000275773,0
ENSG00000275774,4
ENSG00000275776,0
ENSG00000275778,6
ENSG00000275783,0
ENSG00000275784,20
ENSG00000275785,0
ENSG00000275787,0
ENSG00000275788,0
ENSG00000275789,0
ENSG00000275790,0
ENSG00000275791,3
ENSG00000275793,13
ENSG00000275799,0
ENSG00000275800,0
ENSG00000275801,0
ENSG00000275802,0
ENSG00000275803,0
ENSG00000275805,1
ENSG00000275807,22
ENSG00000275808,0
ENSG00000275810,0
ENSG00000275811,0
ENSG00000275812,0
ENSG00000275813,0
ENSG00000275816,0
ENSG00000275818,0
ENSG00000275820,0
ENSG00000275823,0
ENSG00000275826,0
ENSG00000275827,0
ENSG00000275828,0
ENSG00000275829,0
ENSG00000275830,1
ENSG00000275831,0
ENSG00000275832,2603
ENSG00000275833,1
ENSG00000275834,2
ENSG00000275835,1969
ENSG00000275836,0
ENSG00000275839,1
ENSG00000275840,0
ENSG00000275842,0
ENSG00000275845,0
ENSG00000275846,2
ENSG00000275847,0
ENSG00000275849,0
ENSG00000275850,0
ENSG00000275852,0
ENSG00000275853,0
ENSG00000275854,35
ENSG00000275856,0
ENSG00000275857,0
ENSG00000275858,13
ENSG00000275859,0
ENSG00000275860,0
ENSG00000275862,0
ENSG00000275863,0
ENSG00000275864,0
ENSG00000275866,0
ENSG00000275868,0
ENSG00000275870,0
ENSG00000275871,0
ENSG00000275874,8
ENSG00000275875,1
ENSG00000275876,0
ENSG00000275877,1
ENSG00000275878,0
ENSG00000275880,48
ENSG00000275881,2
ENSG00000275882,1
ENSG00000275883,0
ENSG00000275884,0
ENSG00000275888,18
ENSG00000275891,0
ENSG00000275892,0
ENSG00000275894,30
ENSG00000275895,23
ENSG00000275896,145
ENSG00000275897,11
ENSG00000275898,2
ENSG00000275899,0
ENSG00000275900,0
ENSG00000275901,0
ENSG00000275902,0
ENSG00000275904,0
ENSG00000275905,0
ENSG00000275906,0
ENSG00000275908,0
ENSG00000275909,0
ENSG00000275910,16
ENSG00000275912,0
ENSG00000275915,0
ENSG00000275916,0
ENSG00000275919,0
ENSG00000275922,0
ENSG00000275923,0
ENSG00000275924,0
ENSG00000275925,0
ENSG00000275926,0
ENSG00000275927,1
ENSG00000275928,0
ENSG00000275929,0
ENSG00000275930,0
ENSG00000275933,0
ENSG00000275934,0
ENSG00000275936,1
ENSG00000275939,0
ENSG00000275940,1
ENSG00000275942,0
ENSG00000275943,0
ENSG00000275944,0
ENSG00000275945,1
ENSG00000275948,0
ENSG00000275950,0
ENSG00000275952,0
ENSG00000275953,0
ENSG00000275954,0
ENSG00000275955,0
ENSG00000275956,2
ENSG00000275957,0
ENSG00000275958,0
ENSG00000275959,0
ENSG00000275961,0
ENSG00000275963,5
ENSG00000275964,160
ENSG00000275965,1
ENSG00000275966,1
ENSG00000275967,0
ENSG00000275968,0
ENSG00000275969,0
ENSG00000275971,0
ENSG00000275975,0
ENSG00000275976,0
ENSG00000275977,0
ENSG00000275978,0
ENSG00000275980,0
ENSG00000275981,5
ENSG00000275982,0
ENSG00000275986,0
ENSG00000275989,0
ENSG00000275992,0
ENSG00000275993,355
ENSG00000275994,0
ENSG00000275995,6
ENSG00000275996,0
ENSG00000275997,0
ENSG00000275998,0
ENSG00000276002,0
ENSG00000276003,0
ENSG00000276006,0
ENSG00000276007,68
ENSG00000276012,34
ENSG00000276014,0
ENSG00000276015,0
ENSG00000276018,0
ENSG00000276019,0
ENSG00000276023,2149
ENSG00000276024,0
ENSG00000276026,9
ENSG00000276027,0
ENSG00000276029,0
ENSG00000276030,1
ENSG00000276031,0
ENSG00000276032,0
ENSG00000276036,0
ENSG00000276037,0
ENSG00000276038,0
ENSG00000276039,0
ENSG00000276040,0
ENSG00000276043,732
ENSG00000276045,1366
ENSG00000276046,0
ENSG00000276047,0
ENSG00000276048,0
ENSG00000276050,0
ENSG00000276054,0
ENSG00000276055,0
ENSG00000276056,0
ENSG00000276057,0
ENSG00000276058,9
ENSG00000276059,0
ENSG00000276063,0
ENSG00000276064,0
ENSG00000276067,0
ENSG00000276070,384
ENSG00000276071,9
ENSG00000276073,77
ENSG00000276074,0
ENSG00000276075,25
ENSG00000276076,0
ENSG00000276077,0
ENSG00000276078,0
ENSG00000276079,0
ENSG00000276081,1
ENSG00000276083,0
ENSG00000276085,150
ENSG00000276087,1
ENSG00000276088,3
ENSG00000276089,0
ENSG00000276090,0
ENSG00000276092,1
ENSG00000276093,6
ENSG00000276094,0
ENSG00000276095,0
ENSG00000276096,4
ENSG00000276097,0
ENSG00000276098,0
ENSG00000276100,0
ENSG00000276101,0
ENSG00000276102,0
ENSG00000276103,1
ENSG00000276104,0
ENSG00000276105,0
ENSG00000276107,293
ENSG00000276108,0
ENSG00000276109,0
ENSG00000276110,0
ENSG00000276115,50
ENSG00000276116,39
ENSG00000276117,0
ENSG00000276118,0
ENSG00000276119,7
ENSG00000276121,0
ENSG00000276122,0
ENSG00000276123,0
ENSG00000276124,0
ENSG00000276127,0
ENSG00000276128,0
ENSG00000276131,1
ENSG00000276135,0
ENSG00000276136,30
ENSG00000276137,0
ENSG00000276138,0
ENSG00000276140,0
ENSG00000276141,248
ENSG00000276144,0
ENSG00000276147,0
ENSG00000276148,34
ENSG00000276149,0
ENSG00000276150,0
ENSG00000276151,0
ENSG00000276156,0
ENSG00000276157,0
ENSG00000276158,0
ENSG00000276160,0
ENSG00000276161,0
ENSG00000276162,0
ENSG00000276164,0
ENSG00000276165,0
ENSG00000276166,6
ENSG00000276168,0
ENSG00000276169,0
ENSG00000276170,58
ENSG00000276171,4
ENSG00000276172,0
ENSG00000276174,1
ENSG00000276176,0
ENSG00000276178,0
ENSG00000276179,0
ENSG00000276180,498
ENSG00000276181,0
ENSG00000276182,21
ENSG00000276183,0
ENSG00000276185,0
ENSG00000276188,0
ENSG00000276189,0
ENSG00000276193,0
ENSG00000276198,0
ENSG00000276200,0
ENSG00000276201,0
ENSG00000276202,0
ENSG00000276203,0
ENSG00000276204,0
ENSG00000276205,0
ENSG00000276206,0
ENSG00000276208,0
ENSG00000276210,1
ENSG00000276213,0
ENSG00000276214,0
ENSG00000276215,0
ENSG00000276216,2
ENSG00000276221,0
ENSG00000276223,18
ENSG00000276225,0
ENSG00000276229,0
ENSG00000276231,463
ENSG00000276232,0
ENSG00000276233,0
ENSG00000276234,1056
ENSG00000276235,0
ENSG00000276236,1
ENSG00000276237,0
ENSG00000276240,0
ENSG00000276241,0
ENSG00000276242,0
ENSG00000276244,0
ENSG00000276246,0
ENSG00000276248,52
ENSG00000276250,6
ENSG00000276251,2
ENSG00000276252,0
ENSG00000276255,0
ENSG00000276257,0
ENSG00000276259,36
ENSG00000276261,61
ENSG00000276266,1
ENSG00000276269,0
ENSG00000276270,0
ENSG00000276271,0
ENSG00000276272,1
ENSG00000276273,0
ENSG00000276277,0
ENSG00000276278,0
ENSG00000276280,0
ENSG00000276281,1
ENSG00000276282,1
ENSG00000276283,0
ENSG00000276288,0
ENSG00000276289,0
ENSG00000276290,2
ENSG00000276291,275
ENSG00000276292,2
ENSG00000276293,6773
ENSG00000276294,0
ENSG00000276298,0
ENSG00000276301,0
ENSG00000276302,3
ENSG00000276304,0
ENSG00000276305,0
ENSG00000276308,0
ENSG00000276309,0
ENSG00000276311,0
ENSG00000276314,0
ENSG00000276315,0
ENSG00000276316,0
ENSG00000276317,17
ENSG00000276318,0
ENSG00000276319,0
ENSG00000276322,0
ENSG00000276325,4
ENSG00000276326,0
ENSG00000276331,0
ENSG00000276332,0
ENSG00000276334,162
ENSG00000276335,0
ENSG00000276337,17
ENSG00000276338,0
ENSG00000276347,0
ENSG00000276348,0
ENSG00000276350,0
ENSG00000276352,0
ENSG00000276353,0
ENSG00000276354,1
ENSG00000276359,1
ENSG00000276362,0
ENSG00000276365,0
ENSG00000276366,0
ENSG00000276368,0
ENSG00000276369,0
ENSG00000276372,0
ENSG00000276373,0
ENSG00000276375,0
ENSG00000276376,0
ENSG00000276380,2
ENSG00000276381,6
ENSG00000276384,0
ENSG00000276385,0
ENSG00000276386,6
ENSG00000276388,0
ENSG00000276389,0
ENSG00000276390,21
ENSG00000276391,0
ENSG00000276393,1
ENSG00000276396,0
ENSG00000276397,1
ENSG00000276398,0
ENSG00000276399,0
ENSG00000276400,0
ENSG00000276401,0
ENSG00000276403,0
ENSG00000276404,0
ENSG00000276405,0
ENSG00000276406,0
ENSG00000276407,0
ENSG00000276408,2
ENSG00000276409,86
ENSG00000276410,1
ENSG00000276411,0
ENSG00000276412,0
ENSG00000276413,0
ENSG00000276417,7
ENSG00000276418,11
ENSG00000276419,0
ENSG00000276422,0
ENSG00000276426,0
ENSG00000276427,0
ENSG00000276428,0
ENSG00000276430,0
ENSG00000276431,0
ENSG00000276434,10
ENSG00000276436,0
ENSG00000276442,0
ENSG00000276443,0
ENSG00000276444,0
ENSG00000276445,5
ENSG00000276449,31
ENSG00000276454,1
ENSG00000276456,0
ENSG00000276457,0
ENSG00000276460,0
ENSG00000276462,0
ENSG00000276467,0
ENSG00000276470,0
ENSG00000276471,0
ENSG00000276472,0
ENSG00000276473,1
ENSG00000276474,0
ENSG00000276475,0
ENSG00000276476,20
ENSG00000276477,0
ENSG00000276478,0
ENSG00000276479,0
ENSG00000276484,0
ENSG00000276486,0
ENSG00000276487,0
ENSG00000276488,14
ENSG00000276489,0
ENSG00000276490,0
ENSG00000276493,0
ENSG00000276494,0
ENSG00000276496,0
ENSG00000276499,0
ENSG00000276500,0
ENSG00000276502,0
ENSG00000276505,0
ENSG00000276506,0
ENSG00000276507,0
ENSG00000276508,0
ENSG00000276509,5
ENSG00000276510,0
ENSG00000276511,0
ENSG00000276513,0
ENSG00000276514,0
ENSG00000276515,0
ENSG00000276517,62
ENSG00000276519,0
ENSG00000276520,0
ENSG00000276521,1
ENSG00000276522,0
ENSG00000276523,6
ENSG00000276524,2
ENSG00000276525,0
ENSG00000276527,14
ENSG00000276528,0
ENSG00000276529,48
ENSG00000276530,0
ENSG00000276531,1
ENSG00000276532,0
ENSG00000276533,5
ENSG00000276535,0
ENSG00000276538,2
ENSG00000276540,0
ENSG00000276542,0
ENSG00000276543,0
ENSG00000276544,0
ENSG00000276545,14
ENSG00000276546,0
ENSG00000276547,301
ENSG00000276548,0
ENSG00000276550,587
ENSG00000276554,0
ENSG00000276555,0
ENSG00000276556,0
ENSG00000276557,4
ENSG00000276558,1
ENSG00000276562,0
ENSG00000276563,2
ENSG00000276564,56
ENSG00000276566,8
ENSG00000276568,0
ENSG00000276569,0
ENSG00000276570,39
ENSG00000276571,29
ENSG00000276573,2
ENSG00000276574,0
ENSG00000276575,0
ENSG00000276576,2
ENSG00000276577,0
ENSG00000276578,5
ENSG00000276580,2
ENSG00000276581,0
ENSG00000276584,0
ENSG00000276586,0
ENSG00000276587,0
ENSG00000276588,0
ENSG00000276591,0
ENSG00000276592,0
ENSG00000276593,2
ENSG00000276596,0
ENSG00000276597,2
ENSG00000276598,0
ENSG00000276599,0
ENSG00000276600,502
ENSG00000276601,0
ENSG00000276602,0
ENSG00000276603,3
ENSG00000276605,0
ENSG00000276607,0
ENSG00000276609,0
ENSG00000276610,0
ENSG00000276612,0
ENSG00000276614,0
ENSG00000276617,0
ENSG00000276619,0
ENSG00000276620,0
ENSG00000276621,0
ENSG00000276622,0
ENSG00000276623,0
ENSG00000276624,0
ENSG00000276626,0
ENSG00000276627,0
ENSG00000276629,0
ENSG00000276631,0
ENSG00000276632,0
ENSG00000276633,0
ENSG00000276635,0
ENSG00000276637,0
ENSG00000276638,0
ENSG00000276639,0
ENSG00000276641,4
ENSG00000276642,0
ENSG00000276643,0
ENSG00000276644,1522
ENSG00000276645,0
ENSG00000276647,0
ENSG00000276648,0
ENSG00000276649,15
ENSG00000276650,0
ENSG00000276651,6
ENSG00000276652,0
ENSG00000276653,0
ENSG00000276656,0
ENSG00000276659,0
ENSG00000276660,0
ENSG00000276661,0
ENSG00000276662,2
ENSG00000276663,7
ENSG00000276664,0
ENSG00000276667,0
ENSG00000276668,0
ENSG00000276669,0
ENSG00000276670,0
ENSG00000276672,20
ENSG00000276673,0
ENSG00000276674,0
ENSG00000276675,0
ENSG00000276677,0
ENSG00000276678,1
ENSG00000276680,0
ENSG00000276682,0
ENSG00000276683,0
ENSG00000276685,0
ENSG00000276687,0
ENSG00000276688,0
ENSG00000276689,0
ENSG00000276690,0
ENSG00000276691,8
ENSG00000276692,0
ENSG00000276693,0
ENSG00000276694,0
ENSG00000276695,0
ENSG00000276696,1
ENSG00000276698,32
ENSG00000276699,0
ENSG00000276702,1
ENSG00000276703,0
ENSG00000276704,2
ENSG00000276706,0
ENSG00000276707,0
ENSG00000276710,84
ENSG00000276712,3
ENSG00000276713,0
ENSG00000276715,0
ENSG00000276717,0
ENSG00000276718,24
ENSG00000276721,0
ENSG00000276722,0
ENSG00000276723,0
ENSG00000276724,0
ENSG00000276727,1
ENSG00000276728,60
ENSG00000276729,0
ENSG00000276730,0
ENSG00000276733,0
ENSG00000276735,1
ENSG00000276737,0
ENSG00000276738,0
ENSG00000276740,8
ENSG00000276741,0
ENSG00000276742,7
ENSG00000276743,1
ENSG00000276744,2
ENSG00000276745,0
ENSG00000276746,1
ENSG00000276747,2
ENSG00000276748,0
ENSG00000276750,0
ENSG00000276751,0
ENSG00000276752,0
ENSG00000276753,0
ENSG00000276754,1
ENSG00000276755,0
ENSG00000276756,0
ENSG00000276757,0
ENSG00000276758,2
ENSG00000276759,0
ENSG00000276762,0
ENSG00000276763,0
ENSG00000276764,0
ENSG00000276765,0
ENSG00000276768,2
ENSG00000276769,0
ENSG00000276770,0
ENSG00000276771,0
ENSG00000276772,2
ENSG00000276773,0
ENSG00000276775,4
ENSG00000276778,0
ENSG00000276782,0
ENSG00000276783,0
ENSG00000276784,0
ENSG00000276786,0
ENSG00000276788,0
ENSG00000276789,0
ENSG00000276790,5
ENSG00000276791,40
ENSG00000276792,0
ENSG00000276793,0
ENSG00000276795,0
ENSG00000276796,0
ENSG00000276797,1
ENSG00000276800,0
ENSG00000276801,0
ENSG00000276805,41
ENSG00000276807,1
ENSG00000276809,14
ENSG00000276810,1
ENSG00000276811,0
ENSG00000276812,0
ENSG00000276813,0
ENSG00000276814,17
ENSG00000276815,0
ENSG00000276817,0
ENSG00000276818,0
ENSG00000276819,3
ENSG00000276822,2
ENSG00000276823,0
ENSG00000276824,0
ENSG00000276827,0
ENSG00000276828,0
ENSG00000276829,0
ENSG00000276830,0
ENSG00000276831,3
ENSG00000276832,0
ENSG00000276835,0
ENSG00000276839,2
ENSG00000276840,3
ENSG00000276841,0
ENSG00000276842,10
ENSG00000276844,0
ENSG00000276845,0
ENSG00000276846,91
ENSG00000276850,34
ENSG00000276851,20
ENSG00000276852,0
ENSG00000276853,4
ENSG00000276854,0
ENSG00000276855,744
ENSG00000276857,0
ENSG00000276859,0
ENSG00000276861,0
ENSG00000276862,0
ENSG00000276863,3
ENSG00000276866,0
ENSG00000276867,5
ENSG00000276868,1
ENSG00000276869,0
ENSG00000276871,0
ENSG00000276873,0
ENSG00000276874,0
ENSG00000276877,0
ENSG00000276878,0
ENSG00000276883,1
ENSG00000276884,0
ENSG00000276888,0
ENSG00000276889,0
ENSG00000276890,1
ENSG00000276891,0
ENSG00000276892,0
ENSG00000276893,0
ENSG00000276894,0
ENSG00000276897,0
ENSG00000276898,0
ENSG00000276899,0
ENSG00000276900,186
ENSG00000276902,0
ENSG00000276903,0
ENSG00000276904,0
ENSG00000276908,0
ENSG00000276911,0
ENSG00000276915,0
ENSG00000276916,9
ENSG00000276917,0
ENSG00000276918,0
ENSG00000276919,0
ENSG00000276921,0
ENSG00000276922,0
ENSG00000276923,3
ENSG00000276924,0
ENSG00000276925,0
ENSG00000276926,3
ENSG00000276927,0
ENSG00000276928,0
ENSG00000276929,0
ENSG00000276931,17
ENSG00000276933,0
ENSG00000276934,2
ENSG00000276939,0
ENSG00000276940,0
ENSG00000276941,0
ENSG00000276942,0
ENSG00000276943,0
ENSG00000276945,9
ENSG00000276949,0
ENSG00000276950,0
ENSG00000276951,0
ENSG00000276952,9
ENSG00000276953,0
ENSG00000276955,0
ENSG00000276956,0
ENSG00000276957,2
ENSG00000276958,0
ENSG00000276960,0
ENSG00000276961,1
ENSG00000276962,0
ENSG00000276963,0
ENSG00000276964,0
ENSG00000276965,0
ENSG00000276966,41
ENSG00000276967,0
ENSG00000276968,4
ENSG00000276972,0
ENSG00000276975,78
ENSG00000276978,0
ENSG00000276980,24
ENSG00000276984,1
ENSG00000276987,0
ENSG00000276988,6
ENSG00000276989,1
ENSG00000276990,0
ENSG00000276991,0
ENSG00000276992,0
ENSG00000276993,1
ENSG00000276995,5
ENSG00000276997,4
ENSG00000276998,0
ENSG00000277000,0
ENSG00000277001,0
ENSG00000277002,0
ENSG00000277003,0
ENSG00000277004,0
ENSG00000277007,6
ENSG00000277008,0
ENSG00000277009,0
ENSG00000277010,0
ENSG00000277011,0
ENSG00000277013,208
ENSG00000277014,0
ENSG00000277017,0
ENSG00000277020,3
ENSG00000277021,0
ENSG00000277022,10
ENSG00000277023,0
ENSG00000277024,1
ENSG00000277026,1
ENSG00000277027,0
ENSG00000277029,0
ENSG00000277030,1
ENSG00000277031,0
ENSG00000277034,0
ENSG00000277035,0
ENSG00000277039,1
ENSG00000277040,0
ENSG00000277041,0
ENSG00000277043,5
ENSG00000277045,0
ENSG00000277047,0
ENSG00000277049,0
ENSG00000277050,22
ENSG00000277051,4
ENSG00000277052,0
ENSG00000277053,154
ENSG00000277054,1
ENSG00000277056,0
ENSG00000277057,1
ENSG00000277058,1
ENSG00000277061,0
ENSG00000277062,0
ENSG00000277063,0
ENSG00000277064,0
ENSG00000277066,0
ENSG00000277067,0
ENSG00000277072,120
ENSG00000277073,0
ENSG00000277074,0
ENSG00000277075,97
ENSG00000277077,0
ENSG00000277081,0
ENSG00000277082,0
ENSG00000277083,0
ENSG00000277084,0
ENSG00000277087,1
ENSG00000277089,2
ENSG00000277095,1
ENSG00000277096,0
ENSG00000277097,0
ENSG00000277099,0
ENSG00000277100,0
ENSG00000277102,0
ENSG00000277103,1
ENSG00000277105,0
ENSG00000277108,0
ENSG00000277109,0
ENSG00000277112,5
ENSG00000277115,0
ENSG00000277116,0
ENSG00000277117,33
ENSG00000277118,0
ENSG00000277119,0
ENSG00000277120,0
ENSG00000277121,0
ENSG00000277122,0
ENSG00000277123,0
ENSG00000277124,0
ENSG00000277125,0
ENSG00000277127,0
ENSG00000277128,5
ENSG00000277129,0
ENSG00000277130,1
ENSG00000277133,1
ENSG00000277135,2
ENSG00000277136,0
ENSG00000277137,0
ENSG00000277138,1
ENSG00000277141,0
ENSG00000277142,33
ENSG00000277143,0
ENSG00000277144,9
ENSG00000277146,0
ENSG00000277147,165
ENSG00000277149,865
ENSG00000277150,2
ENSG00000277151,9
ENSG00000277152,6
ENSG00000277155,0
ENSG00000277156,16
ENSG00000277157,2
ENSG00000277158,0
ENSG00000277159,46
ENSG00000277160,0
ENSG00000277161,556
ENSG00000277162,0
ENSG00000277168,0
ENSG00000277169,0
ENSG00000277170,5
ENSG00000277171,0
ENSG00000277172,0
ENSG00000277173,0
ENSG00000277174,0
ENSG00000277180,0
ENSG00000277182,59
ENSG00000277184,0
ENSG00000277186,1
ENSG00000277188,0
ENSG00000277189,0
ENSG00000277191,0
ENSG00000277192,0
ENSG00000277194,0
ENSG00000277197,0
ENSG00000277198,0
ENSG00000277199,0
ENSG00000277200,3
ENSG00000277201,2
ENSG00000277202,0
ENSG00000277203,777
ENSG00000277204,0
ENSG00000277206,0
ENSG00000277207,0
ENSG00000277208,0
ENSG00000277209,0
ENSG00000277210,0
ENSG00000277211,0
ENSG00000277212,0
ENSG00000277213,0
ENSG00000277214,1
ENSG00000277215,8
ENSG00000277216,0
ENSG00000277217,0
ENSG00000277218,1
ENSG00000277223,3
ENSG00000277224,66
ENSG00000277225,0
ENSG00000277227,0
ENSG00000277228,0
ENSG00000277229,0
ENSG00000277231,0
ENSG00000277232,9
ENSG00000277233,0
ENSG00000277234,0
ENSG00000277235,2
ENSG00000277239,0
ENSG00000277241,6
ENSG00000277243,0
ENSG00000277244,0
ENSG00000277245,14
ENSG00000277246,5
ENSG00000277247,15
ENSG00000277248,0
ENSG00000277249,1
ENSG00000277250,0
ENSG00000277252,0
ENSG00000277253,0
ENSG00000277255,0
ENSG00000277257,0
ENSG00000277258,3479
ENSG00000277259,0
ENSG00000277260,0
ENSG00000277264,0
