Gene stable ID,5a2ae0bd-d23c-4104-a33b-7024cf61b597
ENSG00000227508,3
ENSG00000227509,0
ENSG00000227510,0
ENSG00000227511,0
ENSG00000227512,1
ENSG00000227513,0
ENSG00000227514,1
ENSG00000227515,1
ENSG00000227516,1
ENSG00000227517,2
ENSG00000227518,0
ENSG00000227519,0
ENSG00000227521,0
ENSG00000227523,7
ENSG00000227525,6
ENSG00000227527,3
ENSG00000227528,0
ENSG00000227531,1
ENSG00000227532,1
ENSG00000227533,92
ENSG00000227534,0
ENSG00000227535,0
ENSG00000227536,10
ENSG00000227537,0
ENSG00000227538,0
ENSG00000227540,40
ENSG00000227541,1
ENSG00000227542,5
ENSG00000227543,68
ENSG00000227544,19
ENSG00000227545,0
ENSG00000227547,0
ENSG00000227549,0
ENSG00000227550,0
ENSG00000227551,0
ENSG00000227554,0
ENSG00000227555,2
ENSG00000227556,0
ENSG00000227557,0
ENSG00000227560,4
ENSG00000227562,0
ENSG00000227563,1
ENSG00000227564,0
ENSG00000227568,0
ENSG00000227573,2
ENSG00000227574,0
ENSG00000227578,1
ENSG00000227579,6
ENSG00000227581,1
ENSG00000227582,3
ENSG00000227583,1
ENSG00000227584,0
ENSG00000227585,0
ENSG00000227586,2
ENSG00000227588,1
ENSG00000227589,5
ENSG00000227590,1
ENSG00000227591,3
ENSG00000227592,0
ENSG00000227593,0
ENSG00000227597,0
ENSG00000227598,22
ENSG00000227599,0
ENSG00000227602,0
ENSG00000227603,18
ENSG00000227604,0
ENSG00000227606,0
ENSG00000227607,0
ENSG00000227609,0
ENSG00000227610,0
ENSG00000227611,0
ENSG00000227613,0
ENSG00000227615,195
ENSG00000227616,0
ENSG00000227617,26
ENSG00000227619,4
ENSG00000227620,1
ENSG00000227621,2
ENSG00000227623,0
ENSG00000227624,0
ENSG00000227625,1
ENSG00000227627,3
ENSG00000227629,0
ENSG00000227630,133
ENSG00000227632,1
ENSG00000227633,0
ENSG00000227634,0
ENSG00000227635,0
ENSG00000227638,9
ENSG00000227640,1
ENSG00000227644,0
ENSG00000227645,0
ENSG00000227646,1
ENSG00000227649,0
ENSG00000227653,1
ENSG00000227657,0
ENSG00000227658,0
ENSG00000227659,1
ENSG00000227660,0
ENSG00000227661,0
ENSG00000227663,0
ENSG00000227666,3
ENSG00000227667,0
ENSG00000227671,1275
ENSG00000227673,1
ENSG00000227674,0
ENSG00000227676,2
ENSG00000227678,6
ENSG00000227679,0
ENSG00000227680,0
ENSG00000227681,0
ENSG00000227682,1
ENSG00000227683,11
ENSG00000227684,0
ENSG00000227685,0
ENSG00000227687,0
ENSG00000227688,1
ENSG00000227689,0
ENSG00000227692,3
ENSG00000227693,0
ENSG00000227694,8
ENSG00000227695,19
ENSG00000227698,4
ENSG00000227700,0
ENSG00000227702,0
ENSG00000227704,0
ENSG00000227705,0
ENSG00000227706,0
ENSG00000227707,0
ENSG00000227708,1
ENSG00000227709,0
ENSG00000227710,0
ENSG00000227711,2
ENSG00000227712,3
ENSG00000227713,1
ENSG00000227714,0
ENSG00000227716,0
ENSG00000227717,0
ENSG00000227718,0
ENSG00000227719,76
ENSG00000227721,0
ENSG00000227722,0
ENSG00000227723,0
ENSG00000227725,8
ENSG00000227726,9
ENSG00000227728,0
ENSG00000227729,3
ENSG00000227730,1
ENSG00000227733,48
ENSG00000227734,0
ENSG00000227735,0
ENSG00000227736,0
ENSG00000227737,0
ENSG00000227738,0
ENSG00000227740,6
ENSG00000227741,19
ENSG00000227742,3
ENSG00000227743,0
ENSG00000227744,1
ENSG00000227745,0
ENSG00000227747,2
ENSG00000227748,0
ENSG00000227751,0
ENSG00000227753,0
ENSG00000227755,8
ENSG00000227757,0
ENSG00000227758,4
ENSG00000227759,1
ENSG00000227760,0
ENSG00000227762,0
ENSG00000227764,1
ENSG00000227765,9
ENSG00000227766,19
ENSG00000227769,4
ENSG00000227770,0
ENSG00000227773,6
ENSG00000227775,277
ENSG00000227776,0
ENSG00000227777,1
ENSG00000227779,0
ENSG00000227782,13
ENSG00000227784,0
ENSG00000227785,2
ENSG00000227788,1
ENSG00000227789,0
ENSG00000227790,0
ENSG00000227791,17
ENSG00000227795,0
ENSG00000227799,57
ENSG00000227800,0
ENSG00000227802,0
ENSG00000227803,2
ENSG00000227805,0
ENSG00000227806,0
ENSG00000227809,0
ENSG00000227811,4
ENSG00000227813,1
ENSG00000227814,0
ENSG00000227815,3
ENSG00000227817,0
ENSG00000227818,0
ENSG00000227824,1
ENSG00000227825,97
ENSG00000227827,0
ENSG00000227830,0
ENSG00000227832,0
ENSG00000227834,0
ENSG00000227835,2
ENSG00000227836,2
ENSG00000227837,0
ENSG00000227838,0
ENSG00000227840,0
ENSG00000227841,0
ENSG00000227842,1
ENSG00000227845,0
ENSG00000227846,0
ENSG00000227847,0
ENSG00000227848,29
ENSG00000227850,1
ENSG00000227851,0
ENSG00000227852,4
ENSG00000227854,1
ENSG00000227855,113
ENSG00000227857,4
ENSG00000227860,0
ENSG00000227862,0
ENSG00000227863,0
ENSG00000227864,0
ENSG00000227867,0
ENSG00000227868,0
ENSG00000227869,0
ENSG00000227871,0
ENSG00000227873,0
ENSG00000227874,38
ENSG00000227875,1
ENSG00000227877,1
ENSG00000227878,0
ENSG00000227879,13
ENSG00000227880,0
ENSG00000227881,0
ENSG00000227882,0
ENSG00000227883,0
ENSG00000227885,25
ENSG00000227887,5
ENSG00000227888,13
ENSG00000227890,1
ENSG00000227892,0
ENSG00000227893,0
ENSG00000227895,0
ENSG00000227896,37
ENSG00000227902,0
ENSG00000227905,0
ENSG00000227906,3
ENSG00000227907,0
ENSG00000227908,14
ENSG00000227910,28
ENSG00000227911,4
ENSG00000227912,0
ENSG00000227913,1
ENSG00000227914,1
ENSG00000227915,0
ENSG00000227917,0
ENSG00000227919,0
ENSG00000227920,0
ENSG00000227922,1
ENSG00000227923,0
ENSG00000227924,0
ENSG00000227925,5
ENSG00000227927,0
ENSG00000227929,0
ENSG00000227930,0
ENSG00000227932,0
ENSG00000227933,2
ENSG00000227934,1
ENSG00000227935,0
ENSG00000227937,0
ENSG00000227938,0
ENSG00000227939,39
ENSG00000227940,0
ENSG00000227941,0
ENSG00000227942,1
ENSG00000227945,2
ENSG00000227946,59
ENSG00000227947,0
ENSG00000227948,0
ENSG00000227949,0
ENSG00000227950,0
ENSG00000227952,0
ENSG00000227953,82
ENSG00000227954,1
ENSG00000227958,0
ENSG00000227959,5
ENSG00000227960,0
ENSG00000227962,10
ENSG00000227963,15
ENSG00000227964,15
ENSG00000227965,1
ENSG00000227968,0
ENSG00000227969,3
ENSG00000227970,0
ENSG00000227971,0
ENSG00000227972,5
ENSG00000227973,8
ENSG00000227979,0
ENSG00000227981,0
ENSG00000227982,0
ENSG00000227983,0
ENSG00000227986,51
ENSG00000227987,0
ENSG00000227988,0
ENSG00000227989,0
ENSG00000227992,62
ENSG00000227994,0
ENSG00000227995,0
ENSG00000227999,8
ENSG00000228000,1
ENSG00000228002,4
ENSG00000228004,0
ENSG00000228005,0
ENSG00000228007,6
ENSG00000228008,8
ENSG00000228010,11
ENSG00000228012,0
ENSG00000228013,6
ENSG00000228014,1
ENSG00000228015,1
ENSG00000228016,0
ENSG00000228019,2
ENSG00000228020,1
ENSG00000228021,15
ENSG00000228022,12
ENSG00000228024,0
ENSG00000228027,0
ENSG00000228028,0
ENSG00000228030,1
ENSG00000228031,1
ENSG00000228033,4
ENSG00000228034,1
ENSG00000228035,1
ENSG00000228036,0
ENSG00000228037,2
ENSG00000228038,1
ENSG00000228039,5
ENSG00000228040,1
ENSG00000228041,0
ENSG00000228042,0
ENSG00000228043,65
ENSG00000228044,2
ENSG00000228045,0
ENSG00000228046,0
ENSG00000228048,0
ENSG00000228049,3
ENSG00000228050,0
ENSG00000228051,0
ENSG00000228053,9
ENSG00000228054,0
ENSG00000228055,0
ENSG00000228056,3
ENSG00000228057,140
ENSG00000228058,8
ENSG00000228060,5
ENSG00000228061,1
ENSG00000228063,12
ENSG00000228064,0
ENSG00000228065,201
ENSG00000228067,2
ENSG00000228069,0
ENSG00000228071,8
ENSG00000228072,0
ENSG00000228073,3
ENSG00000228074,8
ENSG00000228075,0
ENSG00000228076,1
ENSG00000228078,5
ENSG00000228079,5
ENSG00000228081,0
ENSG00000228082,0
ENSG00000228083,0
ENSG00000228084,31
ENSG00000228085,0
ENSG00000228086,2
ENSG00000228089,1
ENSG00000228092,0
ENSG00000228095,0
ENSG00000228097,1
ENSG00000228098,0
ENSG00000228100,0
ENSG00000228105,0
ENSG00000228106,173
ENSG00000228107,12
ENSG00000228108,0
ENSG00000228109,27
ENSG00000228110,6
ENSG00000228111,1
ENSG00000228112,0
ENSG00000228113,2
ENSG00000228115,1
ENSG00000228118,3
ENSG00000228120,0
ENSG00000228121,1
ENSG00000228122,0
ENSG00000228123,0
ENSG00000228124,3
ENSG00000228125,0
ENSG00000228126,3
ENSG00000228127,4
ENSG00000228131,0
ENSG00000228132,0
ENSG00000228133,27
ENSG00000228134,0
ENSG00000228135,0
ENSG00000228136,0
ENSG00000228137,9
ENSG00000228139,1
ENSG00000228140,3
ENSG00000228141,2
ENSG00000228142,2
ENSG00000228143,0
ENSG00000228144,0
ENSG00000228146,33
ENSG00000228149,5
ENSG00000228150,12
ENSG00000228151,0
ENSG00000228153,5
ENSG00000228154,1
ENSG00000228156,0
ENSG00000228157,1
ENSG00000228158,30
ENSG00000228159,7
ENSG00000228160,0
ENSG00000228161,0
ENSG00000228162,2
ENSG00000228165,0
ENSG00000228166,2
ENSG00000228167,0
ENSG00000228168,46
ENSG00000228169,2
ENSG00000228170,0
ENSG00000228171,3
ENSG00000228172,28
ENSG00000228173,0
ENSG00000228174,0
ENSG00000228175,41
ENSG00000228176,0
ENSG00000228181,0
ENSG00000228182,0
ENSG00000228184,20
ENSG00000228187,2
ENSG00000228189,0
ENSG00000228190,1
ENSG00000228191,0
ENSG00000228192,31
ENSG00000228193,0
ENSG00000228194,0
ENSG00000228195,1
ENSG00000228196,1
ENSG00000228198,0
ENSG00000228201,12
ENSG00000228203,168
ENSG00000228204,6
ENSG00000228205,48
ENSG00000228206,0
ENSG00000228207,0
ENSG00000228208,0
ENSG00000228209,0
ENSG00000228210,0
ENSG00000228211,2
ENSG00000228212,4
ENSG00000228213,0
ENSG00000228214,11
ENSG00000228215,0
ENSG00000228216,3
ENSG00000228217,97
ENSG00000228218,9
ENSG00000228219,5
ENSG00000228221,2137
ENSG00000228222,0
ENSG00000228223,822
ENSG00000228224,37
ENSG00000228225,0
ENSG00000228226,0
ENSG00000228229,0
ENSG00000228231,0
ENSG00000228232,187
ENSG00000228234,0
ENSG00000228235,0
ENSG00000228236,1
ENSG00000228237,3
ENSG00000228238,0
ENSG00000228239,0
ENSG00000228240,0
ENSG00000228241,0
ENSG00000228242,65
ENSG00000228247,6
ENSG00000228248,0
ENSG00000228251,13
ENSG00000228252,4
ENSG00000228253,47302
ENSG00000228255,0
ENSG00000228257,0
ENSG00000228259,1
ENSG00000228261,3
ENSG00000228262,0
ENSG00000228264,2
ENSG00000228265,36
ENSG00000228271,0
ENSG00000228272,0
ENSG00000228274,201
ENSG00000228275,0
ENSG00000228277,0
ENSG00000228278,27
ENSG00000228280,0
ENSG00000228283,0
ENSG00000228285,0
ENSG00000228286,0
ENSG00000228288,128
ENSG00000228289,0
ENSG00000228290,3
ENSG00000228291,0
ENSG00000228292,0
ENSG00000228293,1
ENSG00000228294,7
ENSG00000228295,0
ENSG00000228296,0
ENSG00000228300,1627
ENSG00000228301,0
ENSG00000228302,31
ENSG00000228303,0
ENSG00000228304,0
ENSG00000228305,16
ENSG00000228307,7
ENSG00000228308,0
ENSG00000228309,0
ENSG00000228312,0
ENSG00000228314,22
ENSG00000228315,19
ENSG00000228316,0
ENSG00000228317,1
ENSG00000228318,1
ENSG00000228319,0
ENSG00000228322,0
ENSG00000228323,2
ENSG00000228325,0
ENSG00000228327,43
ENSG00000228328,5
ENSG00000228329,0
ENSG00000228330,3
ENSG00000228331,1
ENSG00000228334,1
ENSG00000228335,4
ENSG00000228336,2
ENSG00000228337,0
ENSG00000228338,0
ENSG00000228339,9
ENSG00000228340,41
ENSG00000228341,0
ENSG00000228343,261
ENSG00000228345,0
ENSG00000228347,1
ENSG00000228348,0
ENSG00000228349,0
ENSG00000228350,9
ENSG00000228351,0
ENSG00000228352,8
ENSG00000228353,0
ENSG00000228354,0
ENSG00000228355,0
ENSG00000228358,4
ENSG00000228360,2
ENSG00000228361,0
ENSG00000228363,29
ENSG00000228364,1
ENSG00000228365,0
ENSG00000228366,0
ENSG00000228367,0
ENSG00000228368,0
ENSG00000228369,1
ENSG00000228372,2
ENSG00000228373,0
ENSG00000228374,0
ENSG00000228375,0
ENSG00000228376,1
ENSG00000228379,0
ENSG00000228380,0
ENSG00000228382,0
ENSG00000228383,0
ENSG00000228384,0
ENSG00000228386,1
ENSG00000228389,9
ENSG00000228391,0
ENSG00000228392,0
ENSG00000228393,60
ENSG00000228395,34
ENSG00000228397,1
ENSG00000228398,1
ENSG00000228399,1
ENSG00000228400,0
ENSG00000228401,10
ENSG00000228403,1
ENSG00000228404,0
ENSG00000228407,7
ENSG00000228408,1
ENSG00000228409,99
ENSG00000228410,0
ENSG00000228411,0
ENSG00000228412,29
ENSG00000228413,0
ENSG00000228414,1
ENSG00000228415,4
ENSG00000228417,0
ENSG00000228420,2
ENSG00000228421,17
ENSG00000228422,0
ENSG00000228423,0
ENSG00000228426,0
ENSG00000228427,19
ENSG00000228429,0
ENSG00000228430,1
ENSG00000228431,0
ENSG00000228432,0
ENSG00000228433,0
ENSG00000228434,8
ENSG00000228436,25
ENSG00000228437,0
ENSG00000228438,0
ENSG00000228439,104
ENSG00000228440,0
ENSG00000228444,5
ENSG00000228445,0
ENSG00000228446,1
ENSG00000228450,0
ENSG00000228451,69
ENSG00000228452,67
ENSG00000228453,4
ENSG00000228459,4
ENSG00000228460,0
ENSG00000228462,3
ENSG00000228463,1
ENSG00000228464,0
ENSG00000228465,0
ENSG00000228466,2
ENSG00000228467,0
ENSG00000228470,4
ENSG00000228471,0
ENSG00000228473,0
ENSG00000228474,8731
ENSG00000228476,0
ENSG00000228477,6
ENSG00000228478,2
ENSG00000228480,0
ENSG00000228481,0
ENSG00000228482,0
ENSG00000228484,17
ENSG00000228485,1
ENSG00000228486,132
ENSG00000228487,13
ENSG00000228488,0
ENSG00000228489,0
ENSG00000228492,121
ENSG00000228495,29
ENSG00000228496,0
ENSG00000228499,2
ENSG00000228501,6
ENSG00000228502,202
ENSG00000228503,0
ENSG00000228504,0
ENSG00000228505,0
ENSG00000228506,104
ENSG00000228507,6
ENSG00000228509,5
ENSG00000228510,4
ENSG00000228512,1
ENSG00000228513,0
ENSG00000228517,0
ENSG00000228518,0
ENSG00000228519,4
ENSG00000228521,0
ENSG00000228522,0
ENSG00000228523,0
ENSG00000228525,0
ENSG00000228526,2
ENSG00000228527,4
ENSG00000228528,0
ENSG00000228530,0
ENSG00000228532,9
ENSG00000228536,4
ENSG00000228538,0
ENSG00000228539,0
ENSG00000228540,0
ENSG00000228541,3
ENSG00000228543,1
ENSG00000228544,152
ENSG00000228546,2
ENSG00000228547,0
ENSG00000228548,0
ENSG00000228549,8
ENSG00000228550,0
ENSG00000228551,6
ENSG00000228553,0
ENSG00000228554,8
ENSG00000228557,0
ENSG00000228559,6
ENSG00000228560,0
ENSG00000228561,321
ENSG00000228563,0
ENSG00000228564,0
ENSG00000228566,1
ENSG00000228567,0
ENSG00000228568,0
ENSG00000228569,0
ENSG00000228570,2
ENSG00000228571,0
ENSG00000228572,0
ENSG00000228573,1
ENSG00000228577,2
ENSG00000228578,0
ENSG00000228585,0
ENSG00000228586,0
ENSG00000228587,0
ENSG00000228589,173
ENSG00000228590,0
ENSG00000228592,0
ENSG00000228593,0
ENSG00000228594,771
ENSG00000228595,0
ENSG00000228596,0
ENSG00000228597,0
ENSG00000228598,1
ENSG00000228599,3
ENSG00000228600,0
ENSG00000228601,0
ENSG00000228604,0
ENSG00000228606,35
ENSG00000228607,5
ENSG00000228610,0
ENSG00000228611,0
ENSG00000228612,4
ENSG00000228613,216
ENSG00000228614,15
ENSG00000228615,0
ENSG00000228616,0
ENSG00000228618,0
ENSG00000228620,0
ENSG00000228622,0
ENSG00000228623,52
ENSG00000228624,18
ENSG00000228625,4
ENSG00000228626,32
ENSG00000228627,0
ENSG00000228629,0
ENSG00000228630,366
ENSG00000228634,4
ENSG00000228636,0
ENSG00000228638,365
ENSG00000228639,8
ENSG00000228643,1
ENSG00000228645,0
ENSG00000228646,0
ENSG00000228648,0
ENSG00000228649,39
ENSG00000228650,1
ENSG00000228651,28
ENSG00000228653,53
ENSG00000228655,1
ENSG00000228656,1
ENSG00000228657,0
ENSG00000228658,0
ENSG00000228659,0
ENSG00000228660,2
ENSG00000228661,12
ENSG00000228663,11
ENSG00000228664,0
ENSG00000228665,1
ENSG00000228666,2
ENSG00000228667,0
ENSG00000228668,1
ENSG00000228669,0
ENSG00000228670,2
ENSG00000228672,777
ENSG00000228674,2
ENSG00000228675,0
ENSG00000228677,9
ENSG00000228679,0
ENSG00000228680,0
ENSG00000228681,0
ENSG00000228683,0
ENSG00000228685,0
ENSG00000228686,8
ENSG00000228687,0
ENSG00000228688,3
ENSG00000228689,1
ENSG00000228692,0
ENSG00000228694,0
ENSG00000228695,2
ENSG00000228696,15
ENSG00000228697,0
ENSG00000228700,0
ENSG00000228701,4
ENSG00000228702,2
ENSG00000228703,0
ENSG00000228704,1
ENSG00000228705,3
ENSG00000228707,0
ENSG00000228708,0
ENSG00000228709,3
ENSG00000228711,0
ENSG00000228714,0
ENSG00000228716,840
ENSG00000228717,0
ENSG00000228718,2
ENSG00000228719,1
ENSG00000228721,0
ENSG00000228723,0
ENSG00000228725,1
ENSG00000228727,2
ENSG00000228728,2
ENSG00000228729,2
ENSG00000228730,0
ENSG00000228734,4
ENSG00000228735,0
ENSG00000228737,3
ENSG00000228739,0
ENSG00000228740,0
ENSG00000228741,24
ENSG00000228742,0
ENSG00000228744,1
ENSG00000228748,44
ENSG00000228750,0
ENSG00000228751,3
ENSG00000228753,15
ENSG00000228754,2
ENSG00000228755,0
ENSG00000228757,0
ENSG00000228759,0
ENSG00000228763,2
ENSG00000228764,0
ENSG00000228766,1
ENSG00000228767,2
ENSG00000228768,2
ENSG00000228769,0
ENSG00000228770,1
ENSG00000228771,0
ENSG00000228772,0
ENSG00000228775,148
ENSG00000228776,0
ENSG00000228777,0
ENSG00000228778,0
ENSG00000228779,7
ENSG00000228780,0
ENSG00000228781,0
ENSG00000228782,112
ENSG00000228783,0
ENSG00000228784,21
ENSG00000228786,0
ENSG00000228787,0
ENSG00000228789,7
ENSG00000228790,0
ENSG00000228791,22
ENSG00000228792,2
ENSG00000228793,7
ENSG00000228794,660
ENSG00000228797,8
ENSG00000228798,23
ENSG00000228799,5
ENSG00000228800,0
ENSG00000228801,127
ENSG00000228802,0
ENSG00000228803,0
ENSG00000228804,8
ENSG00000228806,0
ENSG00000228807,0
ENSG00000228808,3
ENSG00000228809,0
ENSG00000228810,0
ENSG00000228812,21
ENSG00000228814,0
ENSG00000228815,0
ENSG00000228816,0
ENSG00000228817,18
ENSG00000228818,2
ENSG00000228819,0
ENSG00000228820,0
ENSG00000228823,0
ENSG00000228824,0
ENSG00000228825,0
ENSG00000228826,0
ENSG00000228827,0
ENSG00000228828,13
ENSG00000228829,0
ENSG00000228830,0
ENSG00000228833,0
ENSG00000228834,0
ENSG00000228835,2
ENSG00000228836,0
ENSG00000228837,0
ENSG00000228838,0
ENSG00000228839,15
ENSG00000228842,0
ENSG00000228843,0
ENSG00000228844,1
ENSG00000228847,3
ENSG00000228848,0
ENSG00000228850,0
ENSG00000228851,0
ENSG00000228852,20
ENSG00000228853,0
ENSG00000228855,0
ENSG00000228856,0
ENSG00000228857,16
ENSG00000228860,0
ENSG00000228861,2
ENSG00000228862,0
ENSG00000228863,1
ENSG00000228868,0
ENSG00000228869,2
ENSG00000228872,0
ENSG00000228873,0
ENSG00000228874,0
ENSG00000228876,0
ENSG00000228877,0
ENSG00000228878,36
ENSG00000228879,4
ENSG00000228882,2
ENSG00000228884,0
ENSG00000228886,2
ENSG00000228887,71
ENSG00000228888,0
ENSG00000228889,35
ENSG00000228890,0
ENSG00000228897,0
ENSG00000228898,0
ENSG00000228901,0
ENSG00000228902,0
ENSG00000228903,189
ENSG00000228906,21
ENSG00000228909,0
ENSG00000228914,1
ENSG00000228915,13
ENSG00000228917,5
ENSG00000228918,19
ENSG00000228919,2
ENSG00000228922,0
ENSG00000228923,0
ENSG00000228925,17
ENSG00000228927,0
ENSG00000228928,0
ENSG00000228929,39
ENSG00000228930,1
ENSG00000228933,56
ENSG00000228935,2
ENSG00000228937,0
ENSG00000228938,0
ENSG00000228939,2
ENSG00000228940,0
ENSG00000228941,0
ENSG00000228943,0
ENSG00000228944,0
ENSG00000228945,0
ENSG00000228948,0
ENSG00000228949,0
ENSG00000228950,9
ENSG00000228951,24
ENSG00000228952,0
ENSG00000228953,0
ENSG00000228955,2
ENSG00000228956,55
ENSG00000228957,0
ENSG00000228958,0
ENSG00000228959,0
ENSG00000228960,19
ENSG00000228961,0
ENSG00000228962,2
ENSG00000228963,0
ENSG00000228965,0
ENSG00000228966,0
ENSG00000228968,0
ENSG00000228970,5
ENSG00000228971,80
ENSG00000228973,0
ENSG00000228974,3
ENSG00000228976,0
ENSG00000228979,1
ENSG00000228980,0
ENSG00000228981,15
ENSG00000228982,0
ENSG00000228983,0
ENSG00000228984,0
ENSG00000228985,0
ENSG00000228986,0
ENSG00000228988,2
ENSG00000228989,85
ENSG00000228992,1
ENSG00000228995,1
ENSG00000228997,0
ENSG00000228998,0
ENSG00000228999,0
ENSG00000229000,1
ENSG00000229001,2
ENSG00000229002,0
ENSG00000229005,0
ENSG00000229007,19
ENSG00000229009,0
ENSG00000229010,1
ENSG00000229011,0
ENSG00000229012,0
ENSG00000229013,0
ENSG00000229014,0
ENSG00000229015,1
ENSG00000229016,0
ENSG00000229017,18
ENSG00000229018,2
ENSG00000229019,0
ENSG00000229020,0
ENSG00000229021,3
ENSG00000229022,5
ENSG00000229023,0
ENSG00000229025,0
ENSG00000229027,0
ENSG00000229028,20
ENSG00000229029,3
ENSG00000229030,0
ENSG00000229031,0
ENSG00000229032,1
ENSG00000229035,0
ENSG00000229036,85
ENSG00000229037,7
ENSG00000229042,2
ENSG00000229043,110
ENSG00000229044,2
ENSG00000229046,2
ENSG00000229047,0
ENSG00000229048,1
ENSG00000229051,33
ENSG00000229052,2
ENSG00000229054,1
ENSG00000229056,26
ENSG00000229057,2
ENSG00000229060,0
ENSG00000229063,0
ENSG00000229064,0
ENSG00000229065,0
ENSG00000229066,0
ENSG00000229067,1
ENSG00000229068,0
ENSG00000229072,0
ENSG00000229079,0
ENSG00000229080,0
ENSG00000229081,1
ENSG00000229082,0
ENSG00000229083,1
ENSG00000229086,0
ENSG00000229087,0
ENSG00000229088,0
ENSG00000229089,6
ENSG00000229090,0
ENSG00000229091,55
ENSG00000229092,5
ENSG00000229093,0
ENSG00000229097,25
ENSG00000229101,0
ENSG00000229102,0
ENSG00000229104,0
ENSG00000229105,0
ENSG00000229106,3
ENSG00000229107,5
ENSG00000229108,2
ENSG00000229109,7
ENSG00000229110,0
ENSG00000229111,5
ENSG00000229112,1
ENSG00000229115,0
ENSG00000229116,25
ENSG00000229117,14743
ENSG00000229118,1
ENSG00000229119,73
ENSG00000229120,1
ENSG00000229122,9
ENSG00000229124,50
ENSG00000229127,15
ENSG00000229129,0
ENSG00000229131,0
ENSG00000229132,22
ENSG00000229133,7
ENSG00000229138,0
ENSG00000229140,2
ENSG00000229142,0
ENSG00000229143,0
ENSG00000229145,2
ENSG00000229146,0
ENSG00000229147,0
ENSG00000229150,0
ENSG00000229151,0
ENSG00000229152,260
ENSG00000229153,24
ENSG00000229154,0
ENSG00000229155,0
ENSG00000229156,0
ENSG00000229159,0
ENSG00000229160,6
ENSG00000229161,8
ENSG00000229162,2
ENSG00000229163,0
ENSG00000229165,0
ENSG00000229167,7
ENSG00000229168,8
ENSG00000229169,0
ENSG00000229172,0
ENSG00000229173,1
ENSG00000229175,0
ENSG00000229177,0
ENSG00000229178,8
ENSG00000229180,359
ENSG00000229182,0
ENSG00000229183,0
ENSG00000229184,2
ENSG00000229186,0
ENSG00000229188,0
ENSG00000229190,1
ENSG00000229191,2
ENSG00000229192,0
ENSG00000229195,2
ENSG00000229196,3
ENSG00000229197,0
ENSG00000229201,0
ENSG00000229203,0
ENSG00000229204,82
ENSG00000229205,1
ENSG00000229206,2
ENSG00000229207,2
ENSG00000229208,0
ENSG00000229209,0
ENSG00000229211,0
ENSG00000229212,1
ENSG00000229213,0
ENSG00000229214,81
ENSG00000229217,0
ENSG00000229220,0
ENSG00000229221,1
ENSG00000229222,9
ENSG00000229224,1
ENSG00000229225,0
ENSG00000229226,0
ENSG00000229227,0
ENSG00000229228,2
ENSG00000229229,0
ENSG00000229230,0
ENSG00000229231,8
ENSG00000229232,0
ENSG00000229233,0
ENSG00000229234,0
ENSG00000229235,1
ENSG00000229236,0
ENSG00000229237,32
ENSG00000229238,1
ENSG00000229239,0
ENSG00000229240,0
ENSG00000229241,3
ENSG00000229242,0
ENSG00000229243,1
ENSG00000229245,1
ENSG00000229246,0
ENSG00000229247,0
ENSG00000229248,1
ENSG00000229249,0
ENSG00000229250,0
ENSG00000229251,11
ENSG00000229254,0
ENSG00000229255,1
ENSG00000229256,1
ENSG00000229257,0
ENSG00000229258,0
ENSG00000229259,0
ENSG00000229261,0
ENSG00000229262,0
ENSG00000229263,3
ENSG00000229266,0
ENSG00000229267,24
ENSG00000229268,0
ENSG00000229269,0
ENSG00000229271,1
ENSG00000229272,11
ENSG00000229273,2
ENSG00000229274,5
ENSG00000229275,0
ENSG00000229276,1
ENSG00000229278,2
ENSG00000229280,0
ENSG00000229281,0
ENSG00000229282,1
ENSG00000229283,0
ENSG00000229286,0
ENSG00000229287,0
ENSG00000229288,0
ENSG00000229289,0
ENSG00000229291,4
ENSG00000229292,0
ENSG00000229294,0
ENSG00000229297,0
ENSG00000229298,2
ENSG00000229299,0
ENSG00000229301,0
ENSG00000229302,0
ENSG00000229303,0
ENSG00000229305,0
ENSG00000229306,0
ENSG00000229307,0
ENSG00000229308,0
ENSG00000229309,0
ENSG00000229310,0
ENSG00000229311,0
ENSG00000229312,0
ENSG00000229313,0
ENSG00000229314,61
ENSG00000229315,0
ENSG00000229316,0
ENSG00000229320,327
ENSG00000229321,2
ENSG00000229322,0
ENSG00000229323,1
ENSG00000229324,2
ENSG00000229325,5
ENSG00000229326,2
ENSG00000229327,1
ENSG00000229330,0
ENSG00000229331,0
ENSG00000229332,2
ENSG00000229334,17
ENSG00000229335,1
ENSG00000229336,1
ENSG00000229337,0
ENSG00000229338,0
ENSG00000229339,0
ENSG00000229343,0
ENSG00000229344,79
ENSG00000229345,0
ENSG00000229347,0
ENSG00000229348,5
ENSG00000229349,8
ENSG00000229351,0
ENSG00000229352,0
ENSG00000229356,1
ENSG00000229357,0
ENSG00000229358,65
ENSG00000229359,0
ENSG00000229360,0
ENSG00000229361,0
ENSG00000229365,0
ENSG00000229367,0
ENSG00000229368,9
ENSG00000229369,2
ENSG00000229370,0
ENSG00000229372,1
ENSG00000229373,4
ENSG00000229375,0
ENSG00000229376,0
ENSG00000229379,0
ENSG00000229380,1
ENSG00000229382,0
ENSG00000229384,2
ENSG00000229385,0
ENSG00000229386,2
ENSG00000229388,14
ENSG00000229389,0
ENSG00000229390,0
ENSG00000229391,1231
ENSG00000229393,1
ENSG00000229395,0
ENSG00000229398,0
